RoboCar Sensor Log
Started at: 2025-05-13T14:56:11.948097
================================================================================
[2025-05-13T14:56:12.448264] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.12 | VIB: YES | ALC: 0.18
[2025-05-13T15:01:19.948512] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.10 | VIB: NO | ALC: 0.12
[2025-05-13T15:01:20.448303] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.11 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:20.948415] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.09 | VIB: NO | ALC: 0.11
[2025-05-13T15:01:21.448393] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.17 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:21.948364] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.47m | MAG: 0.18 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:22.448293] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.12 | VIB: NO | ALC: 0.17
[2025-05-13T15:01:22.948452] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.38m | MAG: 0.12 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:23.448524] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.30m | MAG: -0.16 | VIB: NO | ALC: 0.18
[2025-05-13T15:01:23.948390] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.04 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:24.448313] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.06 | VIB: NO | ALC: 0.07
[2025-05-13T15:01:24.948276] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.05 | VIB: YES | ALC: 0.07
[2025-05-13T15:01:25.448243] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.47m | MAG: -0.09 | VIB: NO | ALC: 0.18
[2025-05-13T15:01:25.948438] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.01 | VIB: NO | ALC: 0.02
[2025-05-13T15:01:26.448423] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.48m | MAG: -0.12 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:26.948351] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.14 | VIB: NO | ALC: 0.18
[2025-05-13T15:01:27.448752] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.05 | VIB: NO | ALC: 0.08
[2025-05-13T15:01:27.948376] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.10 | VIB: YES | ALC: 0.12
[2025-05-13T15:01:28.448315] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.11 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:28.948270] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.17 | VIB: NO | ALC: 0.12
[2025-05-13T15:01:29.448327] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.20 | VIB: NO | ALC: 0.04
[2025-05-13T15:01:29.948429] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:30.448221] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.10 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:30.948271] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.17 | VIB: NO | ALC: 0.11
[2025-05-13T15:01:31.448257] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.34m | MAG: 0.08 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:31.948261] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.18 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:32.448282] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.04 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:32.948382] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.28m | MAG: -0.18 | VIB: NO | ALC: 0.16
[2025-05-13T15:01:33.448221] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.10 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:33.948279] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.29m | MAG: 0.04 | VIB: NO | ALC: 0.16
[2025-05-13T15:01:34.448275] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.14 | VIB: NO | ALC: 0.15
[2025-05-13T15:01:34.948269] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.04 | VIB: NO | ALC: 0.16
[2025-05-13T15:01:35.448319] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.09 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:35.948487] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.29m | MAG: -0.20 | VIB: NO | ALC: 0.04
[2025-05-13T15:01:36.448418] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.34m | MAG: 0.06 | VIB: NO | ALC: 0.04
[2025-05-13T15:01:36.948323] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.10 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:37.448359] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.18 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:37.948339] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.10 | VIB: YES | ALC: 0.15
[2025-05-13T15:01:38.448318] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.01 | VIB: NO | ALC: 0.07
[2025-05-13T15:01:38.948301] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.09 | VIB: NO | ALC: 0.07
[2025-05-13T15:01:39.448317] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.02 | VIB: YES | ALC: 0.19
[2025-05-13T15:01:39.948427] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.05 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:40.448329] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.02 | VIB: NO | ALC: 0.16
[2025-05-13T15:01:40.948419] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.32m | MAG: 0.17 | VIB: NO | ALC: 0.11
[2025-05-13T15:01:41.448348] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.08 | VIB: NO | ALC: 0.12
[2025-05-13T15:01:41.948343] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.11 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:42.448569] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.10 | VIB: NO | ALC: 0.03
[2025-05-13T15:01:42.948338] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.02 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:43.448319] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.16 | VIB: YES | ALC: 0.10
[2025-05-13T15:01:43.948328] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.15 | VIB: NO | ALC: 0.07
[2025-05-13T15:01:44.448425] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.19 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:44.948370] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.49m | MAG: 0.07 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:45.448444] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.07 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:45.948555] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.02 | VIB: YES | ALC: 0.04
[2025-05-13T15:01:46.448327] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.23m | MAG: 0.07 | VIB: NO | ALC: 0.11
[2025-05-13T15:01:46.948289] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.03 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:47.448241] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.43m | MAG: 0.01 | VIB: NO | ALC: 0.05
[2025-05-13T15:01:47.948400] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.16 | VIB: NO | ALC: 0.08
[2025-05-13T15:01:48.448341] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.16 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:48.948314] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.06 | VIB: NO | ALC: 0.08
[2025-05-13T15:01:49.448263] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.34m | MAG: 0.12 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:49.948345] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.12 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:50.448274] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.06 | VIB: NO | ALC: 0.15
[2025-05-13T15:01:50.948668] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.15 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:51.448339] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.33m | MAG: 0.03 | VIB: NO | ALC: 0.02
[2025-05-13T15:01:51.948269] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.14 | VIB: NO | ALC: 0.15
[2025-05-13T15:01:52.448260] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.28m | MAG: -0.05 | VIB: NO | ALC: 0.14
[2025-05-13T15:01:52.948312] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.11 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:53.448342] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.11 | VIB: NO | ALC: 0.01
[2025-05-13T15:01:53.948273] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.46m | MAG: 0.09 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:54.448309] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.06 | VIB: NO | ALC: 0.03
[2025-05-13T15:01:54.948270] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.02 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:55.448273] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.19 | VIB: NO | ALC: 0.09
[2025-05-13T15:01:55.948227] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.06 | VIB: NO | ALC: 0.08
[2025-05-13T15:01:56.448371] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.15 | VIB: NO | ALC: 0.04
[2025-05-13T15:01:56.948315] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.38m | MAG: 0.05 | VIB: NO | ALC: 0.19
[2025-05-13T15:01:57.448298] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.17 | VIB: NO | ALC: 0.06
[2025-05-13T15:01:57.948310] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.16 | VIB: NO | ALC: 0.08
[2025-05-13T15:01:58.448275] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.08 | VIB: NO | ALC: 0.13
[2025-05-13T15:01:58.948267] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.40m | MAG: -0.04 | VIB: YES | ALC: 0.17
[2025-05-13T15:01:59.448273] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.01 | VIB: NO | ALC: 0.18
[2025-05-13T15:01:59.948304] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.11 | VIB: NO | ALC: 0.09
[2025-05-13T15:02:00.448233] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.18 | VIB: NO | ALC: 0.07
[2025-05-13T15:02:00.948264] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.07 | VIB: NO | ALC: 0.10
[2025-05-13T15:02:01.448250] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.12 | VIB: NO | ALC: 0.17
[2025-05-13T15:02:01.948300] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.19 | VIB: NO | ALC: 0.06
[2025-05-13T15:02:02.448255] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.11 | VIB: YES | ALC: 0.05
[2025-05-13T15:02:02.948327] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: 0.05 | VIB: NO | ALC: 0.08
[2025-05-13T15:02:03.448455] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.19 | VIB: NO | ALC: 0.02
[2025-05-13T15:02:03.948415] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: 0.08 | VIB: NO | ALC: 0.07
[2025-05-13T15:02:04.448556] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.14 | VIB: NO | ALC: 0.03
[2025-05-13T15:02:04.948434] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.01 | VIB: NO | ALC: 0.15
[2025-05-13T15:02:05.448348] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.05 | VIB: NO | ALC: 0.04
[2025-05-13T15:02:05.948373] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.18 | VIB: YES | ALC: 0.01
[2025-05-13T15:02:06.448302] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.48m | MAG: 0.16 | VIB: NO | ALC: 0.19
[2025-05-13T15:02:06.948293] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.14 | VIB: NO | ALC: 0.16
[2025-05-13T15:02:07.448236] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.27m | MAG: 0.15 | VIB: NO | ALC: 0.18
[2025-05-13T15:02:07.948287] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.18 | VIB: NO | ALC: 0.07
[2025-05-13T15:02:08.448344] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.03 | VIB: NO | ALC: 0.04
[2025-05-13T15:02:08.948227] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.22m | MAG: 0.19 | VIB: NO | ALC: 0.04
[2025-05-13T15:02:09.448342] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.30m | MAG: -0.17 | VIB: NO | ALC: 0.19
[2025-05-13T15:02:09.948495] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.34m | MAG: -0.04 | VIB: NO | ALC: 0.05
[2025-05-13T15:02:10.448434] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.08 | VIB: NO | ALC: 0.14
[2025-05-13T15:02:10.948406] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.17 | VIB: NO | ALC: 0.19
[2025-05-13T15:02:11.448273] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.13 | VIB: NO | ALC: 0.18
[2025-05-13T15:02:11.948553] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.05 | VIB: NO | ALC: 0.14
[2025-05-13T15:02:12.448314] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.40m | MAG: 0.14 | VIB: NO | ALC: 0.02
[2025-05-13T15:02:12.948427] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.04 | VIB: NO | ALC: 0.08
[2025-05-13T15:02:13.448386] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.00 | VIB: NO | ALC: 0.13
[2025-05-13T15:02:13.948344] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.19 | VIB: NO | ALC: 0.19
[2025-05-13T15:02:14.448429] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.12 | VIB: NO | ALC: 0.03
[2025-05-13T15:02:14.948559] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.17 | VIB: NO | ALC: 0.13
[2025-05-13T15:02:15.448866] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.11 | VIB: NO | ALC: 0.17
[2025-05-13T15:02:15.948628] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.35m | MAG: 0.10 | VIB: NO | ALC: 0.12
[2025-05-13T15:02:16.448524] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.14 | VIB: NO | ALC: 0.08
[2025-05-13T15:02:16.950517] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.49m | MAG: -0.01 | VIB: NO | ALC: 0.17
[2025-05-13T15:02:17.448501] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.35m | MAG: -0.07 | VIB: NO | ALC: 0.14
[2025-05-13T15:02:17.948240] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.06 | VIB: NO | ALC: 0.13
[2025-05-13T15:02:18.448281] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.20m | MAG: 0.00 | VIB: NO | ALC: 0.01
[2025-05-13T15:02:18.948280] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.13 | VIB: NO | ALC: 0.00
[2025-05-13T15:02:19.448284] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.02 | VIB: NO | ALC: 0.05
[2025-05-13T15:02:19.948366] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.03 | VIB: NO | ALC: 0.02
[2025-05-13T15:02:20.448280] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.05 | VIB: NO | ALC: 0.08
[2025-05-13T15:02:20.948280] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.08 | VIB: NO | ALC: 0.10
[2025-05-13T15:02:21.448284] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.07 | VIB: NO | ALC: 0.07
[2025-05-13T15:02:21.948363] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: NO | ALC: 0.07
[2025-05-13T15:02:22.448311] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.45m | MAG: -0.13 | VIB: YES | ALC: 0.02
[2025-05-13T15:02:22.948409] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.17 | VIB: NO | ALC: 0.14
[2025-05-13T15:02:23.448352] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.12 | VIB: NO | ALC: 0.10
[2025-05-13T15:02:23.948458] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.00 | VIB: NO | ALC: 0.08
[2025-05-13T15:02:24.448385] POS: (129.00, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.20 | VIB: NO | ALC: 0.05
